"id","representation","action","context","agent_role","target_role","source","n_responses","majority_norm","pct_majority"
"scj_1199_afzjw7","Asking for the money I lent back","asking for the money I lent back","","author","other person","scruples_justice","7","Just","0.857"
"scj_1200_b2680s","Not wanting my roommate to act like my mom, even though I don't pay rent","not wanting my roommate to act like my mom, even though I don't pay rent","","author","roommate","scruples_justice","16","Unjust","0.875"
"scj_1202_a4ij6q","Complaining about housekeeping staff taking my money","complaining about housekeeping staff taking my money","","author","other person","scruples_justice","39","Unjust","0.513"
"scj_1203_amw58y","Not paying a $50 ""bed fee"" to a friend","not paying a $50 ""bed fee"" to a friend","","author","other person","scruples_justice","16","Just","0.5"
"scj_1204_ak5e2b","Wanting my husband to pay for my daughter's college tuition","wanting my husband to pay for my daughter's college tuition","","author","husband","scruples_justice","54","Unjust","0.926"
"scj_1205_abrhsy","Wanting my parents to pay for the damage to my car","wanting my parents to pay for the damage to my car","","author","other person","scruples_justice","22","Just","0.909"
"scj_1206_b3ieob","WIBTA if I smoked pot while taking care of my daughter","smoking pot while taking care of my daughter","","author","daughter","scruples_justice","16","Just","0.938"
"scj_1207_b2pj6e","Expecting my husband to take care of the baby sometimes even though he works more than I do","expecting my husband to take care of the baby sometimes even though he works more than I do","","author","husband","scruples_justice","57","Just","0.877"
"scj_1208_allfv1","Not going back inside and paying","not going back inside and paying","","author","other person","scruples_justice","8","Unjust","0.875"
"scj_1209_asb3ak","Not wanting to put my fiancé's name on a house bought with my Father's life insurance money","not wanting to put my fiancé's name on a house bought with my Father's life insurance money","","author","father","scruples_justice","81","Just","0.617"
"scj_1210_ax2feu","Getting mad that my boyfriend keeps giving our money to his siblings","getting mad that my boyfriend keeps giving our money to his siblings","","author","boyfriend","scruples_justice","9","Just","0.889"
"scj_1211_b4h7mb","Telling the groom I won't pay him for stuff he bought me for his wedding as he didn't discuss it with me first","telling the groom I won't pay him for stuff he bought me for his wedding as he didn't discuss it with me first","","author","other person","scruples_justice","8","Just","0.75"
"scj_1212_ax75cm","Not wanting to babysit everyday","not wanting to babysit everyday","","author","other person","scruples_justice","6","Just","0.833"
"scj_1213_b81yio","Wanting my parents to give me more money for my wedding","wanting my parents to give me more money for my wedding","","author","other person","scruples_justice","71","Unjust","0.704"
"scj_179_b5dn3a","Not tipping my waitress","not tipping my waitress","","author","other person","scruples_justice","38","Just","0.605"
"scj_1216_a0pvnl","Being angry at wife because she tries to ""manage"" my salary","being angry at wife because she tries to ""manage"" my salary","","author","other person","scruples_justice","81","Unjust","0.617"
"scj_1217_a4jso8","Giving parents cold shoulder after taking suing my father for maintenance","giving parents cold shoulder after taking suing my father for maintenance","","author","father","scruples_justice","7","Just","1.0"
"scj_1218_ay576q","Taking my roommate's money","taking my roommate's money","","author","roommate","scruples_justice","9","Just","0.778"
"scj_1219_9tor20","Not wanting to pay $18.50 to my boyfriend for ingredients for a dish I’ll serve at my Mother’s memorial","not wanting to pay $18.50 to my boyfriend for ingredients for a dish I'll serve at my Mother's memorial","","author","boyfriend","scruples_justice","37","Just","0.784"
"scj_1220_asfwyt","Not wanting to look after a stranger's child for 2 hours","not wanting to look after a stranger's child for 2 hours","","author","other person","scruples_justice","30","Just","0.967"
"scj_1221_b1s0ja","Not wanting to babysit my sister in law's infant child","not wanting to babysit my sister in law's infant child","","author","sister","scruples_justice","9","Just","0.778"
"scj_1222_aqn3ps","Not paying for my friends restaurant bill","not paying for my friends restaurant bill","","author","other person","scruples_justice","8","Just","0.875"
"scj_1223_ae1sry","Being upset for paying for my own lap dance.","being upset for paying for my own lap dance","","author","other person","scruples_justice","9","Just","0.667"
"scj_1224_aa32hw","Not wanting to look after my boss’s kid","not wanting to look after my boss's kid","","author","boss","scruples_justice","5","Just","1.0"
"scj_1225_azznfq","If we expect the neighbor to pay for half the fence","expecting the neighbor to pay for half the fence","","author","other person","scruples_justice","19","Unjust","0.895"
"scj_1226_azik63","Kind of wasting my parents’ money","kind of wasting my parents' money","","author","other person","scruples_justice","6","Just","0.833"
"scj_1227_alhka4","Not paying more than the deductible for my SIL's snowmobile","not paying more than the deductible for my SIL's snowmobile","","author","other person","scruples_justice","19","Just","1.0"
"scj_1228_aknwcu","Firing a new employee for missing their first shift","firing a new employee for missing their first shift","","author","other person","scruples_justice","18","Just","0.833"
"scj_1229_ar5u72","Not wanting to give my SO my 800 tax refund","not wanting to give my so my 800 tax refund","","author","other person","scruples_justice","25","Just","0.96"
"scj_1230_ajgwbg","Not helping my S/O pay for our $1,400 deposit on our apartment","not helping my s/o pay for our $1,400 deposit on our apartment","","author","other person","scruples_justice","10","Just","0.9"
"scj_1232_avwnj0","Insisting my roommate investigate the electric bill she's responsible for before I pay my share","insisting my roommate investigate the electric bill she's responsible for before I pay my share","","author","roommate","scruples_justice","16","Just","1.0"
"scj_1233_b4a86u","Not paying","not paying","","author","other person","scruples_justice","8","Just","1.0"
"scj_1234_b5ygp7","Not giving my manager money for their birthday","not giving my manager money for their birthday","","author","manager","scruples_justice","15","Just","1.0"
"scj_1236_a862tm","Asking for a rent reduction because my roommate's girlfriend is here all the time","asking for a rent reduction because my roommate's girlfriend is here all the time","","author","roommate","scruples_justice","5","Just","0.6"
"scj_1237_9tamas","Wanting my D&amp;D group to split price of books","wanting my D&D group to split price of books","","author","other person","scruples_justice","5","Just","0.6"
"scj_1238_9ywfme","Asking for a refund","asking for a refund","","author","other person","scruples_justice","5","Just","1.0"
"scj_1239_b8z78a","WIBTA If i told a friend that i expect them to pay their share for car trips","telling a friend that I expect them to pay their share for car trips","","author","other person","scruples_justice","7","Just","1.0"
"scj_1240_ai16yk","Selling something over the internet and not paying the delivery","selling something over the internet and not paying the delivery","","author","other person","scruples_justice","5","Just","0.8"
"scj_129_a3jyn8","Not tipping","not tipping","","author","other person","scruples_justice","19","Just","0.579"
"scj_1242_avcvdw","Snapping when someone said my cooking looks disgusting","snapping when someone said my cooking looks disgusting","","author","other person","scruples_justice","27","Just","0.556"
"scj_1243_auigmq","Denying my husband sex unless he helps me with chores.","denying my husband sex unless he helps me with chores","","author","husband","scruples_justice","26","Unjust","0.769"
"scj_1244_akhgsg","Stealing back money from my brother","stealing back money from my brother","","author","brother","scruples_justice","5","Unjust","1.0"
"scj_1245_axeaj5","Asking for a higher starting base salary in a commission based role","asking for a higher starting base salary in a commission based role","","author","other person","scruples_justice","10","Just","0.7"
"scj_1246_aizvh1","WIBTA for splitting from my wife after she changed her mind about having kids","splitting from my wife after she changed her mind about having kids","","author","wife","scruples_justice","64","Just","0.781"
"scj_1247_an5323","Withholding someone's money cause they owe me money","withholding someone's money cause they owe me money","","author","other person","scruples_justice","10","Just","0.7"
"scj_1248_al1t4q","Being mad at my parents for buying expensive things for my brother when to me they said to earn my own money","being mad at my parents for buying expensive things for my brother when to me they said to earn my own money","","author","brother","scruples_justice","8","Just","0.75"
"scj_1251_aa4bx5","Not wanting to stop working and babysit my partners son","not wanting to stop working and babysit my partners son","","author","other person","scruples_justice","8","Just","0.875"
"scj_1253_anffg3","Asking my girlfriend to pay rent for the 1 month she will live with me","asking my girlfriend to pay rent for the 1 month she will live with me","","author","girlfriend","scruples_justice","20","Just","0.85"
"scj_1254_a368tn","Aita: for not wanting to pay for tickets on a car in my parents name.","not wanting to pay for tickets on a car in my parents name","","author","other person","scruples_justice","7","Just","1.0"
"scj_1256_au07y6","WIBTA for making him pay for my eyeglasses","making him pay for my eyeglasses","","author","other person","scruples_justice","9","Just","0.778"
"scj_1257_b0sv91","WIBTA If i wrote down every time me or my SO does chores","writing down every time me or my SO does chores","","author","other person","scruples_justice","7","Unjust","0.714"
"scj_1258_aoa6y7","Wanting to be paid more for babysitting","wanting to be paid more for babysitting","","author","other person","scruples_justice","7","Just","0.571"
"scj_1259_9vyiov","Not willing to pay my friends for taking care of me when I was high","not willing to pay my friends for taking care of me when I was high","","author","other person","scruples_justice","10","Just","0.9"
"scj_1260_b1jrae","Expecting a cut of a referral bonus","expecting a cut of a referral bonus","","author","other person","scruples_justice","7","Just","1.0"
"scj_1262_b4x7sr","Leaving a 50 cents tip","leaving a 50 cents tip","","author","other person","scruples_justice","6","Just","1.0"
"scj_1263_at0gvh","Because I dont think I should have to tip almist everytime I go out","not thinking I should have to tip almist everytime I go out","","author","other person","scruples_justice","22","Unjust","0.773"
"scj_1264_aqp0mv","WIBTA if I refused to put money towards a ""farewell"" gift for a person I haven't worked with or seen in over a year","refusing to put money towards a ""farewell"" gift for a person I haven't worked with or seen in over a year","","author","other person","scruples_justice","5","Just","1.0"
"scj_1265_b7or1r","Not wanting to move in and take care of my fiancé’s little brother","not wanting to move in and take care of my fiancé's little brother","","author","other person","scruples_justice","11","Just","0.909"
"scj_1266_agop31","Wanting my two roommates' live-in girlfriends to help out with the bills","wanting my two roommates' live-in girlfriends to help out with the bills","","author","other person","scruples_justice","54","Just","0.926"
"scj_1267_az9kfr","WIBTA if I asked a friend to compensate me for the bonus he caused me to lose","asking a friend to compensate me for the bonus he caused me to lose","","author","other person","scruples_justice","7","Unjust","0.857"
"scj_1269_b6747i","Not wanting to learn to drive after my parents paid for lessons","not wanting to learn to drive after my parents paid for lessons","","author","other person","scruples_justice","29","Unjust","0.552"
"scj_1270_aom3z7","Asking my new roomates for money to fix plumbing that didnt have issues until after they arrived? AITA for asking a wife and husband to split the rent equally 33/33/33 not 50/50","asking my new roomates for money to fix plumbing that didnt have issues until after they arrived? AITA for asking a wife and husband to split the rent equally 33/33/33 not 50/50","","author","other person","scruples_justice","14","Just","0.571"
"scj_1271_ap1mhg","Getting Mad at my GF For Telling People How Much Money I Make","getting mad at my gf for telling people how much money I make","","author","other person","scruples_justice","10","Just","0.9"
"scj_1272_b5f3gt","WIBTA if I turn my ex in for not paying child support","turning my ex in for not paying child support","","author","other person","scruples_justice","10","Just","0.8"
"scj_1273_b60vn8","Not wanting my roommate to move my laundry","not wanting my roommate to move my laundry","","author","roommate","scruples_justice","13","Unjust","0.615"
"scj_1274_ak8oif","Asking for more money, for being asked to work longer shifts","asking for more money, for being asked to work longer shifts","","author","other person","scruples_justice","7","Unjust","0.571"
"scj_1276_b3rasb","Wanting to make money back on charity auction prizes","wanting to make money back on charity auction prizes","","author","other person","scruples_justice","9","Unjust","0.667"
"scj_1277_b2ju4c","Only doing half the houshold chores if my Roommate works fulltime","only doing half the houshold chores if my Roommate works fulltime","","author","roommate","scruples_justice","11","Just","1.0"
"scj_1278_b2y3xa","AITA: For being angry that my family is making me care for my Great Aunt who had a Stroke.","being angry that my family is making me care for my Great Aunt who had a stroke","","author","other person","scruples_justice","7","Just","0.714"
"scj_1280_aor4ll","Reminding my gf about the meals I paid for","reminding my gf about the meals I paid for","","author","other person","scruples_justice","58","Just","0.862"
"scj_1281_b8s0tx","WIBTA if I did't pay my ex's legal fees","did'ting pay my ex's legal fees","","author","other person","scruples_justice","7","Just","0.571"
"scj_1282_af2n1a","Not cleaning up my roommate’s cat’s shit","not cleaning up my roommate's cat's shit","","author","roommate","scruples_justice","8","Just","1.0"
"scj_1283_aq4o2c","Scamming a pedophile out of money","scamming a pedophile out of money","","author","other person","scruples_justice","11","Just","0.636"
"scj_1284_ae1thc","Not wanting to babysit for me friend anymore","not wanting to babysit for me friend anymore","","author","other person","scruples_justice","21","Just","0.857"
"scj_1285_b4kvwl","If i ask my boss to pay for my tow fee of $290","asking my boss to pay for my tow fee of $290","","author","boss","scruples_justice","18","Just","0.944"
"scj_1286_avjd1n","Not cleaning my friends kitchen table.","not cleaning my friends kitchen table","","author","other person","scruples_justice","7","Just","0.714"
"scj_1287_b3tahw","AITA: I am 'rich' but my boyfriend isn't, do I pay for things","being 'rich' but my boyfriend isn't, paying for things","","author","boyfriend","scruples_justice","15","Just","0.667"
"scj_1288_b31g4z","Refusing to tip","refusing to tip","","author","other person","scruples_justice","64","Unjust","0.547"
"scj_1289_acw4n5","Discouraging my friends who have roughly $280,000 of debt from buying a house","discouraging my friends who have roughly $280,000 of debt from buying a house","","author","other person","scruples_justice","8","Unjust","0.625"
"scj_1290_azzn0j","Not wanting to take care of my sisters cat","not wanting to take care of my sisters cat","","author","other person","scruples_justice","7","Just","1.0"
"scj_1291_b2q943","Not wanting to go on a Disney world trip my mum paid for","not wanting to go on a Disney world trip my mum paid for","","author","other person","scruples_justice","8","Just","0.875"
"scj_1292_b8vp8x","Resenting having to cancel my holiday to look after my grandchildren","resenting having to cancel my holiday to look after my grandchildren","","author","other person","scruples_justice","52","Just","0.962"
"scj_1293_aync65","Not tipping my ppstmates driver","not tipping my ppstmates driver","","author","other person","scruples_justice","8","Unjust","0.625"
"scj_1295_axbyg2","Splitting the cost of dates","splitting the cost of dates","","author","other person","scruples_justice","48","Just","0.812"
"scj_1296_b0710g","Not wanting to give my mom money","not wanting to give my mom money","","author","mom","scruples_justice","10","Unjust","0.6"
"scj_1297_b1x2zc","Thinking my wife doesn’t deserve part of my tax return","thinking my wife doesn't deserve part of my tax return","","author","wife","scruples_justice","100","Just","0.5"
"scj_1299_aykp4b","Not paying for the vacation for this girl I'm seeing","not paying for the vacation for this girl I'm seeing","","author","other person","scruples_justice","24","Just","0.958"
"scj_1300_9yi4uy","Tipping after long wait, terrible service, and under cooked food","tipping after long wait, terrible service, and under cooked food","","author","other person","scruples_justice","5","Just","1.0"
"scj_1302_a1kh1s","Stealing my roommate's $10 bill that he had drunkenly lit on fire to let burn to prove a point that money meant nothing to him","stealing my roommate's $10 bill that he had drunkenly lit on fire to let burn to prove a point that money meant nothing to him","","author","roommate","scruples_justice","6","Unjust","0.833"
"scj_1304_b39r2q","WIBTA If I didn't pay my cousin to cover my shift","not paying my cousin to cover my shift","","author","other person","scruples_justice","6","Just","0.833"
"scj_1305_b3sel9","WIBTA if I refused to pay my expected share of utilities this month","refusing to pay my expected share of utilities this month","","author","other person","scruples_justice","11","Just","0.545"
"scj_1306_b4b8hu","Tipping my dad off about his sister being on her death bed, even though it was her possible dying wish that he didn't know about it","tipping my dad off about his sister being on her death bed, even though it was her possible dying wish that he didn't know about it","","author","dad","scruples_justice","18","Unjust","0.611"
"scj_1307_amo4ar","Not agreeing to pay for groceries for 1 out of 2 months when I've not been home for a month and a half","not agreeing to pay for groceries for 1 out of 2 months when I've not been home for a month and a half","","author","other person","scruples_justice","6","Just","1.0"
"scj_1308_aryk8v","Thinking my roommate's GF needs to pay rent or something.","thinking my roommate's GF needs to pay rent or something","","author","roommate","scruples_justice","8","Just","0.875"
"scj_1309_avtwp1","Asking for payment of my lighting design at school","asking for payment of my lighting design at school","","author","other person","scruples_justice","10","Just","0.9"
"scj_1310_arsm6a","Taking out a bank loan instead of borrowing money from my inlaws","taking out a bank loan instead of borrowing money from my inlaws","","author","other person","scruples_justice","7","Just","0.857"
"scj_1311_9tewly","Towing people from my paid parking spot","towing people from my paid parking spot","","author","other person","scruples_justice","23","Just","1.0"
"scj_1312_akm237","Being upset my mum won’t babysit if I want to do something for me and have fun","being upset my mum won't babysit if I want to do something for me and have fun","","author","other person","scruples_justice","20","Just","0.5"
"scj_1313_b6drho","Being upset about my boyfriend spending money on toys when he's thousands of dollars in debt","being upset about my boyfriend spending money on toys when he's thousands of dollars in debt","","author","boyfriend","scruples_justice","16","Just","1.0"
"scj_1314_aoxozq","Doing laundry at my boyfriend's apartment","doing laundry at my boyfriend's apartment","","author","boyfriend","scruples_justice","7","Unjust","0.857"
"scj_1315_9v0aet","Wanting payment to tutor my brother","wanting payment to tutor my brother","","author","brother","scruples_justice","22","Unjust","0.545"
"scj_1316_aou7s8","Not caring if my ex-wife will not get her medication paid for by the state","not caring if my ex-wife will not get her medication paid for by the state","","author","other person","scruples_justice","24","Just","0.833"
"scj_1317_a6t7k5","Asking my friends to split towing fees","asking my friends to split towing fees","","author","other person","scruples_justice","8","Just","0.875"
"scj_1318_av9kom","Not wanting my mom to take money from my savings account","not wanting my mom to take money from my savings account","","author","mom","scruples_justice","9","Unjust","0.556"
"scj_1319_azpdj8","Because i refused to take another shift on my day off","refusing to take another shift on my day off","","author","other person","scruples_justice","10","Just","1.0"
"scj_1320_al33lt","Not paying for this app","not paying for this app","","author","other person","scruples_justice","7","Unjust","0.571"
"scj_1321_b24s06","WIBTA if I made a facebook account to tell a married woman her husband was sending me money and jewellery in exchange for sexual photos while I was a minor.","making a facebook account to tell a married woman her husband was sending me money and jewellery in exchange for sexual photos while I was a minor","","author","other person","scruples_justice","10","Just","0.8"
"scj_1322_b3eo1h","Not splitting my referral bonus with a friend who got hired at the company I work for","not splitting my referral bonus with a friend who got hired at the company I work for","","author","other person","scruples_justice","45","Just","1.0"
"scj_1323_agwuwe","Wanting the money we make from AirBNB to cover our rent first","wanting the money we make from airbnb to cover our rent first","","author","other person","scruples_justice","7","Just","1.0"
"scj_1324_a5vbkg","WIBTA if I take my stuff (moving) that I paid for","taking my stuff (moving) that I paid for","","author","other person","scruples_justice","6","Just","0.833"
"scj_1325_al3u1g","Asking my husband to do some of my chores","asking my husband to do some of my chores","","author","husband","scruples_justice","6","Just","1.0"
"scj_1327_b4yxpa","Borrowing money from my girlfriend","borrowing money from my girlfriend","","author","girlfriend","scruples_justice","8","Just","1.0"
"scj_1328_aff34i","If I make a good salary and wont let my SO not work? (We have no kids)","making a good salary and not letting my so not work","","author","other person","scruples_justice","65","Just","0.769"
"scj_1329_aekml7","WIBTA if I ask my friend to pay half after I cracked his phone","asking my friend to pay half after I cracked his phone","","author","friend","scruples_justice","11","Unjust","0.727"
"scj_1330_averkq","Not paying attention to politics","not paying attention to politics","","author","other person","scruples_justice","19","Just","0.632"
"scj_1331_aqqg3u","Wanting my friend to attend a Boy Scout meeting at the cost of time with his Girlfriend","wanting my friend to attend a Boy Scout meeting at the cost of time with his girlfriend","","author","friend","scruples_justice","5","Just","1.0"
"scj_1333_b613fo","Demanding that customers pay for their food down to the cent","demanding that customers pay for their food down to the cent","","author","other person","scruples_justice","54","Just","0.926"
"scj_526_awl7aq","Not paying rent","not paying rent","","author","other person","scruples_justice","15","Unjust","0.8"
"scj_1336_b65sde","Not paying my mate three months rent after being kicked out of his flat","not paying my mate three months rent after being kicked out of his flat","","author","other person","scruples_justice","16","Unjust","1.0"
"scj_1337_b0ocjd","Not telling a friend my salary","not telling a friend my salary","","author","other person","scruples_justice","30","Just","0.933"
"scj_1338_9v5pyw","Re-cleaning what my wife just cleaned","re-cleaning what my wife just cleaned","","author","wife","scruples_justice","9","Just","0.778"
"scj_1339_asr3du","Getting upset that my parents took most of my babysitting money","getting upset that my parents took most of my babysitting money","","author","other person","scruples_justice","6","Just","1.0"
"scj_552_aia62g","Not wanting to pay my friend","not wanting to pay my friend","","author","friend","scruples_justice","9","Just","1.0"
"scj_1341_avoql5","Not Apologizing for My Friend’s Broken Phone Even Though I Paid For It, and It Was Kinda Her Fault","not apologizing for my friend's Broken Phone even though I paid for it, and it was Kinda her fault","","author","friend","scruples_justice","6","Just","0.667"
"scj_1342_b4wt1x","Asking my girlfriend to help me out with rent and bills because she lives with me now","asking my girlfriend to help me out with rent and bills because she lives with me now","","author","girlfriend","scruples_justice","16","Just","1.0"
"scj_1343_ao6gb7","Making my girlfriend pay half the rent even though I make more than her","making my girlfriend pay half the rent even though I make more than her","","author","girlfriend","scruples_justice","16","Just","0.75"
"scj_1344_atbpxp","Letting my roommate pay the extra $100 for the master bedroom","letting my roommate pay the extra $100 for the master bedroom","","author","roommate","scruples_justice","8","Just","0.875"
"scj_1345_ap8pno","Not wanting to pay for my son's lessons, while our other children get theirs paid for","not wanting to pay for my son's lessons, while our other children get theirs paid for","","author","son","scruples_justice","9","Just","0.889"
"scj_1346_anvjjo","WIBTA If I held my friend's stuff until he paid me back (READ BEFORE YOUR DOWNVOTE)","holding my friend's stuff until he paid me back","","author","friend","scruples_justice","8","Just","1.0"
"scj_1347_aqpb3l","Not wanting to pay for a ticket for a concert I wasn’t planning on going to","not wanting to pay for a ticket for a concert I wasn't planning on going to","","author","other person","scruples_justice","5","Just","1.0"
"scj_1349_b35l0s","Am I the Asshole for not tipping the dog trainer","not tipping the dog trainer","","author","other person","scruples_justice","7","Just","1.0"
"scj_1350_aqreko","Cooking my hamburger after it had already been ""cooked""","cooking my hamburger after it had already been ""cooked""","","author","other person","scruples_justice","8","Just","0.875"
"scj_1352_as4ih4","WIBTA for charging interest on the money my parents borrowed","charging interest on the money my parents borrowed","","author","other person","scruples_justice","7","Just","0.714"
"scj_1353_ayfcwd","Not cleaning up after my younger sister's pet Macaw","not cleaning up after my younger sister's pet Macaw","","author","other person","scruples_justice","9","Unjust","0.778"
"scj_1354_a9ejfy","Almost Causing My Soon to be BILs to Lose Their Inheritance","almost causing my soon to be bils to lose their inheritance","","author","other person","scruples_justice","18","Just","0.944"
"scj_133_a0441m","Not doing the dishes","not doing the dishes","","author","other person","scruples_justice","12","Just","0.833"
"scj_1355_aoj8oe","Working in the oilfield industry (because of the high pay) even though I believe it’s destroying the Earth? I vote democrat and minimize my carbon footprint.","working in the oilfield industry (because of the high pay) even though I believe it's destroying the Earth? I vote democrat and minimize my carbon footprint","","author","other person","scruples_justice","9","Just","0.667"
"scj_1356_af2jq7","Letting my disabled father pay for my phone","letting my disabled father pay for my phone","","author","other person","scruples_justice","6","Unjust","0.833"
"scj_1357_aycrdw","WIBTA If I don’t pay repair after breaking someone’s phone screen","not paying repair after breaking someone's phone screen","","author","other person","scruples_justice","7","Just","0.714"
"scj_1358_afoxvd","Cleaning up our kitchen counter-top","cleaning up our kitchen counter-top","","author","other person","scruples_justice","8","Just","0.75"
"scj_1359_afmgw9","Cleaning the House to Go Hang Out With Friends","cleaning the House to go hang out with friends","","author","other person","scruples_justice","8","Just","1.0"
"scj_1360_a6684b","Charging tutoring fee from gf's sister","charging tutoring fee from gf's sister","","author","other person","scruples_justice","6","Just","0.833"
"scj_1361_b3j63e","Not ""fairly"" splitting life insurance","not ""fairly"" splitting life insurance","","author","other person","scruples_justice","18","Just","1.0"
"scj_1362_azvf10","Not paying* back","not paying* back","","author","other person","scruples_justice","5","Just","1.0"
"scj_1363_awxgkp","Wanting my stepson to know who is paying for his education","wanting my stepson to know who is paying for his education","","author","son","scruples_justice","14","Just","0.929"
"scj_1365_b30368","Not covering someones shift unless they covered one of mine first","not covering someones shift unless they covered one of mine first","","author","other person","scruples_justice","16","Unjust","0.938"
"scj_1367_afswhw","WIBTA If I asked my boyfriend to pay for some of my car maintenance","asking my boyfriend to pay for some of my car maintenance","","author","boyfriend","scruples_justice","10","Just","0.8"
"scj_1369_a6rv4m","Not lending money to my sister","not lending money to my sister","","author","sister","scruples_justice","11","Just","1.0"
"scj_1371_9vgylb","Reselling something I bought from a friend for more money","reselling something I bought from a friend for more money","","author","other person","scruples_justice","12","Just","1.0"
"scj_1372_ar8o9n","Asking my friend to pay me half the money","asking my friend to pay me half the money","","author","friend","scruples_justice","18","Unjust","0.944"
"scj_1373_abyjfv","Not agreeing with sharing the total costs of a bill that included an error in one of my friends' and my favor with my two friends after agreeing to each go Dutch","not agreeing with sharing the total costs of a bill that included an error in one of my friends' and my favor with my two friends after agreeing to each go dutch","","author","other person","scruples_justice","15","Unjust","0.933"
"scj_1374_b55dyd","Not spending my Father's Day with my biological father","not spending my Father's day with my biological father","","author","father","scruples_justice","11","Just","1.0"
"scj_1375_b65lx1","Taking back my husbands tip","taking back my husbands tip","","author","other person","scruples_justice","26","Unjust","0.846"
"scj_1376_alubhp","AITA: for asking for payment","asking for payment","","author","other person","scruples_justice","11","Just","1.0"
"scj_1377_abv65u","Telling my wife that when/if she quits her job to be a SAHM I am not planing to do much in the way of household chores anymore","telling my wife that when/if she quits her job to be a SAHM I am not planing to do much in the way of household chores anymore","","author","wife","scruples_justice","100","Just","0.5"
"scj_1378_ah5qa0","Expecting my Sister to pay me for looking after her dogs","expecting my sister to pay me for looking after her dogs","","author","sister","scruples_justice","11","Just","1.0"
"scj_1379_b320w2","WIBTA for asking about a will/anything I might be owed from my dad passing away","asking about a will/anything I might be owed from my dad passing away","","author","dad","scruples_justice","10","Just","0.8"
"scj_1381_ah1o8h","Asking someone to pay me back after they confirmed it","asking someone to pay me back after they confirmed it","","author","other person","scruples_justice","9","Just","0.667"
"scj_1382_av3kot","Asking my Mom for the college money that she saved for me","asking my mom for the college money that she saved for me","","author","mom","scruples_justice","11","Just","0.727"
"scj_1383_ac0n9u","Being pissed that my friends charges interests on money that he loaned to me","being pissed that my friends charges interests on money that he loaned to me","","author","other person","scruples_justice","10","Just","0.9"
"scj_1384_b9fqk2","Not continuing to pay my g/fs interest on her student loans","not continuing to pay my g/fs interest on her student loans","","author","other person","scruples_justice","16","Just","0.875"
"scj_1385_b6huvm","Deliberately running into someone not paying attention","deliberately running into someone not paying attention","","author","other person","scruples_justice","6","Unjust","0.833"
"scj_1386_b946w5","Not wanting to pay for my friend who has a medical condition","not wanting to pay for my friend who has a medical condition","","author","friend","scruples_justice","53","Just","0.943"
"scj_1387_ag3pid","WIBTA For feeling i don't owe my mom anything","feeling I don't owe my mom anything","","author","mom","scruples_justice","6","Unjust","1.0"
"scj_1388_b9cc0y","Not wanting my husband to give his ex wife money","not wanting my husband to give his ex wife money","","author","husband","scruples_justice","17","Just","0.941"
"scj_1389_a2vs6m","Not contributing to house chores","not contributing to house chores","","author","other person","scruples_justice","12","Unjust","0.917"
"scj_1390_anhqab","Wanting to split up with bf after he quit his job, ended his lease and sold his car to move in","wanting to split up with bf after he quit his job, ended his lease and sold his car to move in","","author","other person","scruples_justice","7","Just","0.714"
"scj_1391_a3ir26","Wanting to use my boyfriend and I's joint account to help my mom with a bill","wanting to use my boyfriend and I's joint account to help my mom with a bill","","author","boyfriend","scruples_justice","12","Unjust","0.667"
"scj_1392_b9mhu3","Not giving money to a charity","not giving money to a charity","","author","other person","scruples_justice","6","Just","1.0"
"scj_1395_b6jcbn","Wanting my brother to spend some of his first paycheck covering the dry cleaning expenses of a very expensive garmit","wanting my brother to spend some of his first paycheck covering the dry cleaning expenses of a very expensive garmit","","author","brother","scruples_justice","5","Just","0.8"
"scj_1396_b2qbm5","Taking a $50 tip from a disabled customer","taking a $50 tip from a disabled customer","","author","other person","scruples_justice","13","Just","1.0"
"scj_1397_ad7py6","WIBTA for charging a subletter my entire rent","charging a subletter my entire rent","","author","other person","scruples_justice","7","Just","1.0"
"scj_1399_anxruz","Not wanting a child to go on a high school band trip that costs more than I would spend on a vacation for the 5 of us","not wanting a child to go on a high school band trip that costs more than I would spend on a vacation for the 5 of us","","author","other person","scruples_justice","15","Just","0.933"
"scj_1400_a5w9zh","Refusing to give my little brother money that has been left for me","refusing to give my little brother money that has been left for me","","author","brother","scruples_justice","51","Just","0.98"
"scj_1401_aog9z0","WIBTA if I paid for a lawyer behind my husbands back after he said we couldn’t afford it","paiding for a lawyer behind my husbands back after he said we couldn't afford it","","author","other person","scruples_justice","62","Just","0.806"
"scj_1403_am72ll","I accidentally short payed a poor man","accidentally short paying a poor man","","author","other person","scruples_justice","6","Just","0.667"
"scj_1404_a2rf4f","WIBTA if I purposely ditch the parents im supposed to babysit for","purposely ditching the parents Im supposed to babysit for","","author","other person","scruples_justice","19","Unjust","0.684"
"scj_1405_awfqrg","Not paying back money spent getting me into rehab","not paying back money spent getting me into rehab","","author","other person","scruples_justice","7","Unjust","1.0"
"scj_1407_b4mljl","WIBTA if I stopped my friend from using my netflix subscription because he refuses to pay her share","stopping my friend from using my netflix subscription because he refuses to pay her share","","author","friend","scruples_justice","13","Just","1.0"
"scj_1408_a2k0yf","Being pissed at my friend who insisted I should pay for a product he accedentally bought on my account","being pissed at my friend who insisted I should pay for a product he accedentally bought on my account","","author","friend","scruples_justice","7","Just","1.0"
